academic_year,division,org_id,schedule_difficulty_score,schedule_difficulty_rank,wins,losses,ties,games_played,wp,opp_wp,opp_opp_wp,rpi,team_name,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage,sos_avg_opp_win_pct,sos_avg_opp_offense,sos_avg_opp_defense,sos_std_opp_win_pct,sos_stats_rank
2017,2,110615,0.5108853978782903,21,6,6,0,12,0.5,0.5115133232780291,0.5315278863921398,0.5136386332370495,CSU Pueblo,RMAC,6-6,7.83,8.75,0.783,0.408,27.0,0.648,0.422,,20.42,11.58,13.67,,12.58,0.342,17.42,0.5,0.5116666666666667,18.283333333333335,10.47,0.3139328484458633,21
2017,2,110602,0.47604882346125055,43,8,8,0,16,0.5,0.4822566526610644,0.5032550751860506,0.4919420951270449,Catawba,SAC,8-8,4.75,8.25,0.887,0.377,28.06,0.734,0.293,,15.0,13.19,11.0,,10.25,0.281,17.94,0.5,0.47532820512820506,17.462142857142855,10.067692307692308,0.2470131738601942,43
2017,2,110628,0.5042812408410572,28,8,5,0,13,0.6153846153846154,0.5198923060348399,0.4956101804222826,0.5376948519691445,Chestnut Hill,ECC,8-5,7.38,6.92,0.835,0.529,28.54,0.682,0.368,,19.54,11.69,8.46,3.69,12.15,0.337,15.77,0.615,0.5045,16.586363636363636,10.349166666666665,0.17950835635145232,28
2017,2,110617,0.47228854571945944,44,1,12,0,13,0.0769230769230769,0.4720299496883208,0.4609949465781023,0.3704944807194552,Chowan,Conference Carolinas,1-12,5.23,7.85,0.76,,24.38,0.724,,,14.77,17.31,,,9.54,0.329,17.85,0.0769230769230769,0.47230177514792904,17.813333333333333,10.564000000000002,0.2239367340706213,44
2017,2,110603,0.478124070406951,40,4,10,0,14,0.2857142857142857,0.4780423707944716,0.4846614054796235,0.4316151081957131,Coker,SAC,4-10,4.71,7.07,0.858,0.471,29.86,0.75,0.228,,13.57,11.14,13.71,,8.86,0.259,17.29,0.286,0.4781373626373626,17.759999999999998,9.711818181818181,0.25065192627938593,40
2017,2,110621,0.4362456956568849,56,16,2,0,18,0.8888888888888888,0.4251324592953552,0.5638637299297788,0.5757543843523445,Colorado Mesa,RMAC,16-2,6.22,10.89,0.902,0.613,32.78,0.794,0.364,,22.0,9.78,7.17,8.61,15.78,0.299,14.5,0.889,0.43572222222222223,16.597142857142856,11.138571428571428,0.2305453545266683,56
2017,2,110578,0.38260860155517346,64,4,10,0,14,0.2857142857142857,0.3817438513867085,0.4606425971389264,0.3774611464066573,Davis & Elkins,G-MAC,4-10,6.79,8.93,0.787,0.422,31.79,0.813,,,16.29,14.07,14.5,,9.5,0.316,,0.286,0.3819468864468864,15.919230769230767,10.540909090909091,0.20166993317886803,64
2017,2,110579,0.47767479194115575,41,5,7,0,12,0.4166666666666667,0.4776196842373313,0.4747453326145347,0.461662841938966,Dist. Columbia,ECC,5-7,6.08,10.08,0.796,0.499,28.58,0.61,0.243,,18.42,11.92,14.25,,12.33,0.327,20.17,0.417,0.4777272727272728,15.807999999999998,10.039999999999997,0.1834042187028873,41
2017,2,110618,0.38629341513529936,62,6,9,0,15,0.4,0.3872976968565204,0.4799620237693264,0.4136393543705918,Dominican (NY),ECC,6-9,4.87,7.73,0.77,0.508,27.4,0.75,0.2,,13.53,12.93,12.13,,8.67,0.251,19.8,0.4,0.3874178649237472,15.753076923076925,11.029166666666663,0.22323549600337958,62
2017,2,110637,0.4699189528863625,45,1,12,0,13,0.0769230769230769,0.4695574222157933,0.4610678115987882,0.3692764332383629,Emmanuel (GA),Conference Carolinas,1-12,,12.46,,,,,0.239,,,12.38,,,,,,0.0769230769230769,0.4697633136094674,18.886666666666667,9.771,0.2715514881323761,45
2017,2,110581,0.6032115598449316,2,7,8,0,15,0.4666666666666667,0.6135392276568746,0.5339942830422486,0.5569348512556661,Fla. Southern,Sunshine State,7-8,5.13,7.8,0.82,0.504,26.0,0.678,0.317,,15.4,13.13,11.33,,10.27,0.27,17.93,0.467,0.6038571428571429,17.762142857142855,9.069285714285714,0.1398483143280896,2
2017,2,110580,0.5767381873326238,7,8,7,0,15,0.5333333333333333,0.580845385837646,0.5491070941785462,0.5610327997967929,Florida Tech,Sunshine State,8-7,5.87,8.2,0.855,0.58,34.33,0.646,0.333,,17.73,11.13,9.6,,11.87,0.279,15.07,0.533,0.5770854700854701,17.50307692307692,9.060833333333333,0.1819580175212365,7
2017,2,110582,0.4954670850461141,33,4,9,0,13,0.3076923076923077,0.4950965016962873,0.5121953657652335,0.4525201692125289,Franklin Pierce,NE10,4-9,4.0,6.92,0.79,,,0.736,0.235,,13.38,12.23,11.62,,9.38,0.275,14.23,0.308,0.4952171945701357,16.899090909090905,9.8975,0.24181338962729612,33
2017,2,110619,0.40759745907041905,60,5,11,0,16,0.3125,0.4080467122746535,0.4811167925779913,0.4024275542818246,Georgian Court,Independent,5-11,4.44,6.88,0.795,0.432,29.13,0.629,,,12.44,15.0,13.19,,8.0,0.25,,0.313,0.4081209150326798,16.024285714285714,10.662857142857144,0.20516228119939192,60
2017,2,110585,0.5083978221798221,23,8,8,0,16,0.5,0.5284745641677724,0.5025484601512654,0.5148743971217026,LIU Post,ECC,8-8,5.56,6.25,0.885,0.657,31.56,0.77,0.367,,16.25,,8.19,,10.69,0.251,15.25,0.5,0.5088549019607843,17.185384615384617,10.165714285714285,0.21887569362078033,23
2017,2,110616,0.5462046138910223,14,7,8,0,15,0.4666666666666667,0.5604371608783374,0.5015304780391071,0.5222678666156122,Lake Erie,G-MAC,7-8,5.2,9.0,0.87,0.579,29.47,0.693,0.362,,14.47,,9.6,,9.27,0.264,14.27,0.467,0.5470238095238095,18.250769230769233,9.343076923076923,0.2434655695577728,14
2017,2,110584,0.49408698287455854,35,14,3,0,17,0.8235294117647058,0.5448171266601425,0.5318532865100042,0.6112542378987488,Le Moyne,NE10,14-3,5.65,7.47,0.881,0.496,25.82,0.636,0.267,,16.65,,5.76,5.24,11.0,0.269,11.76,0.824,0.49241596638655455,17.0975,9.51230769230769,0.2381590753315334,35
2017,2,110625,0.38629341513529936,62,5,11,0,16,0.3125,0.4071593711299594,0.4840747541724621,0.4027233741080953,Lees-McRae,Conference Carolinas,5-11,5.94,8.13,0.835,0.386,29.31,0.674,,,17.19,14.19,,,11.25,0.306,18.19,0.313,0.38735409035409035,16.607692307692307,10.81090909090909,0.25604538104215957,63
2017,2,110604,0.5570833265979726,10,12,3,0,15,0.8,0.5590507858154917,0.5260251899947839,0.6110316904064419,Lenoir-Rhyne,SAC,12-3,7.0,8.07,0.872,0.623,35.0,0.7,0.434,,20.13,12.53,10.0,3.13,13.13,0.286,14.2,0.8,0.5570714285714286,17.841428571428573,9.866428571428573,0.2059304543791819,10
2017,2,110605,0.5595428853863725,8,21,1,0,22,0.9545454545454546,0.5822185876558942,0.5262544177100822,0.6613092618918313,Limestone,Conference Carolinas,21-1,7.0,7.82,0.922,0.74,44.27,0.775,0.329,,23.09,8.82,7.95,8.14,16.09,0.342,15.32,0.955,0.5591581196581197,18.553529411764703,8.808,0.21836499382325636,9
2017,2,110606,0.4596968339555525,48,8,7,0,15,0.5333333333333333,0.4788142179948902,0.5058050714094422,0.499191710183139,Lincoln Memorial,SAC,8-7,4.93,10.47,0.875,0.467,32.2,0.679,0.286,,16.07,11.73,10.33,,11.13,0.319,16.93,0.533,0.45930769230769225,16.51833333333333,10.495,0.23282855515308806,48
2017,2,110632,0.4456211152470233,52,10,4,0,14,0.7142857142857143,0.4455704659486171,0.5308965067256504,0.5340807882271497,Lindenwood,Independent,10-4,6.43,7.29,0.858,0.538,30.5,0.797,0.383,,19.43,,7.14,5.86,13.0,0.29,12.5,0.714,0.4457142857142857,17.291818181818186,9.889999999999999,0.28235789675412026,52
2017,2,110627,0.5993369812624321,5,6,7,0,13,0.4615384615384615,0.5933909356896974,0.5392000054130555,0.546880084582728,Lynn,Sunshine State,6-7,6.08,6.46,0.845,0.633,31.38,0.744,0.333,,16.54,9.23,10.46,,10.46,0.264,15.0,0.462,0.5984999999999999,18.58818181818182,8.963636363636363,0.20218164275390252,5
2017,2,110607,0.4805208851241903,39,6,7,0,13,0.4615384615384615,0.4795760611937082,0.4997472099794305,0.4801094484763271,Mars Hill,SAC,6-7,6.23,9.77,0.82,0.427,35.54,0.64,0.349,,15.54,12.0,10.0,,9.31,0.279,17.92,0.462,0.47961538461538455,16.965833333333332,10.496666666666668,0.2252006074802363,39
2017,2,110586,0.6394199728883843,1,1,14,0,15,0.0666666666666666,0.6328655005125593,0.5055840274532574,0.4594954237862606,Maryville (MO),RMAC,1-14,,,,0.412,,,,,,13.27,14.07,,,,,0.0666666666666666,0.6402857142857143,19.195714285714285,9.145714285714286,0.15989345942641603,1
2017,2,110587,0.4812349406027838,37,12,5,0,17,0.7058823529411765,0.5100176495937742,0.5052617284086729,0.5577948451343494,Mercy,ECC,12-5,6.18,6.88,0.84,0.567,31.41,0.703,0.319,,18.0,10.94,8.29,3.53,11.82,0.342,15.53,0.706,0.48218823529411764,16.45,9.844999999999999,0.21581933706561546,37
2017,2,110588,0.4437253700491716,54,12,3,0,15,0.8,0.4508810960281548,0.5110955426998716,0.5532144336890453,Mercyhurst,ECAC,12-3,7.6,8.27,0.903,0.526,26.87,0.745,0.333,,20.4,,6.6,6.2,12.8,0.332,11.0,0.8,0.4434871794871794,16.88909090909091,9.907499999999999,0.21857106319157227,54
2017,2,110589,0.5262057227056925,17,15,4,0,19,0.7894736842105263,0.597149385295059,0.5271475255945636,0.627729995098802,Merrimack,NE10,15-4,7.42,7.42,0.838,0.598,33.89,0.764,0.45,,22.68,9.21,7.79,7.47,15.26,0.334,15.58,0.789,0.5254873949579831,16.98333333333333,9.23923076923077,0.2512801760096647,17
2017,2,110590,0.47767479194115575,41,9,5,0,14,0.6428571428571429,0.4765353813590214,0.4961974718042576,0.5230313443448609,Molloy,ECC,9-5,6.0,11.07,0.872,0.555,30.71,0.696,0.254,,16.0,8.79,7.71,,10.0,0.245,14.93,0.643,0.47664285714285715,16.780833333333334,10.319999999999999,0.18145782947437408,42
2017,2,110608,0.4812349406027838,37,11,5,0,16,0.6875,0.4847878683816184,0.508775085042473,0.5414627054514275,Mount Olive,Conference Carolinas,11-5,6.56,9.31,0.858,0.572,26.5,0.792,0.4,,19.25,12.0,7.81,4.88,12.69,0.322,15.81,0.688,0.4814175824175823,17.153076923076924,9.848181818181818,0.23711749322036996,38
2017,2,110592,0.5562628414099327,11,14,3,0,17,0.8235294117647058,0.561040310384692,0.5220715193678567,0.6169203879754867,New York Tech,ECC,14-3,6.94,9.41,0.884,0.486,27.24,0.765,0.369,,19.24,10.47,8.41,3.88,12.29,0.333,14.82,0.824,0.5554666666666667,17.065714285714286,9.542,0.16548791160954596,12
2017,2,110620,0.4596968339555525,48,9,9,0,18,0.5,0.4849411753823519,0.4867676494556604,0.489162500055091,North Greenville,Conference Carolinas,9-9,5.56,8.06,0.879,0.576,30.67,0.779,0.254,,17.28,10.28,9.56,,11.72,0.315,16.61,0.5,0.4587403846153846,18.21923076923077,9.463333333333335,0.2555428623408276,49
2017,2,110629,0.4983625824671155,30,1,8,0,9,0.1111111111111111,0.4990117521367521,0.4447244881199581,0.3884647758761433,Notre Dame de Namur,Independent,1-8,3.78,,,0.385,,,0.375,,11.11,13.0,,,,0.266,15.78,0.1111111111111111,0.49912500000000004,17.31,10.422857142857143,0.20130042070249132,30
2017,2,110626,0.436561771544163,55,4,10,0,14,0.2857142857142857,0.436320090166244,0.4656412559771107,0.4059989305059711,Ohio Valley,G-MAC,4-10,5.07,,0.735,0.478,,0.672,0.191,,14.14,13.36,,,9.07,0.291,20.43,0.286,0.43640433925049305,16.897499999999997,10.486666666666666,0.22058085716008036,55
2017,2,110593,0.4954670850461141,33,12,4,0,16,0.75,0.5364522997964368,0.525240805265525,0.5870363512145996,Pace,NE10,12-4,8.0,9.75,0.876,0.499,32.94,0.74,0.359,,20.38,11.5,8.75,3.63,12.38,0.314,16.38,0.75,0.49498642533936643,16.585454545454542,9.741666666666667,0.2521055809194115,34
2017,2,110594,0.44917503195337216,51,7,9,0,16,0.4375,0.4526265966311215,0.487923536710909,0.457669182493288,Pfeiffer,Conference Carolinas,7-9,5.94,6.38,0.813,0.487,30.25,0.659,0.339,,16.75,14.88,12.81,,10.81,0.341,18.19,0.438,0.4488205128205128,18.234,9.492222222222223,0.27464948673794654,51
2017,2,110609,0.42145324455186656,58,5,8,0,13,0.3846153846153846,0.4220685611522716,0.4811581154165197,0.4274776555841119,Post,Independent,5-8,5.54,9.23,0.815,,30.31,0.714,0.268,,15.69,14.62,13.15,,10.15,0.282,16.77,0.385,0.42214027149321265,16.093999999999998,10.689166666666665,0.16097966737346625,59
2017,2,110622,0.5897404455906057,6,10,7,0,17,0.5882352941176471,0.6078191560457997,0.5238573554597181,0.5819327404172412,Queens (NC),SAC,10-7,5.29,8.59,0.882,0.685,35.35,0.75,0.218,,16.06,10.12,9.88,,10.76,0.271,17.47,0.588,0.5907142857142856,18.18357142857143,9.770714285714286,0.21324949458035186,6
2017,2,110634,0.5521028764078837,13,4,12,0,16,0.25,0.5503487035839977,0.4708579318331842,0.4553888347502949,Roberts Wesleyan,ECC,4-12,4.63,7.5,0.808,0.545,27.25,0.821,0.38,,13.25,12.5,9.94,,8.63,0.283,17.69,0.25,0.5504666666666667,17.090714285714288,9.723571428571429,0.19355614746688418,13
2017,2,110610,0.5039431521836563,29,12,5,0,17,0.7058823529411765,0.4874236874236874,0.5244809906618686,0.551302679612605,Rockhurst,RMAC,12-5,8.24,10.12,0.836,0.6,34.71,0.696,0.471,,21.0,,9.41,3.35,12.76,0.294,18.53,0.706,0.503095238095238,18.185,10.10142857142857,0.24039779957565405,29
2017,2,110595,0.6032115598449316,2,7,7,0,14,0.5,0.6035394285919498,0.5196299144386772,0.5566771929056442,Rollins,Sunshine State,7-7,4.86,6.86,0.835,0.42,27.36,,0.354,,14.5,9.14,9.86,,9.64,0.267,13.57,0.5,0.6037142857142858,18.72357142857143,9.217142857142859,0.15274555339397822,3
2017,2,110597,0.46514023595275833,46,9,5,0,14,0.6428571428571429,0.4641422679884218,0.5177175028328901,0.5222147954167192,Saint Leo,Sunshine State,9-5,8.07,10.21,0.894,0.579,36.36,0.761,0.305,,22.64,13.5,9.0,5.57,14.57,0.378,14.64,0.643,0.4642958579881657,17.206666666666667,10.042727272727273,0.225813393150876,46
2017,2,110598,0.5153816409450079,19,2,10,0,12,0.1666666666666666,0.516055398205166,0.5179593581072405,0.4291842052960598,Saint Michael's,NE10,2-10,5.42,9.08,0.827,0.472,29.25,0.635,0.222,,14.17,12.83,10.83,,8.75,,18.92,0.167,0.5161519607843137,16.941,9.673636363636364,0.23630401466376527,19
2017,2,110611,0.5322590200440349,15,4,11,0,15,0.2666666666666666,0.5335997232901257,0.5063363499925045,0.4600506158098556,Saint Rose,NE10,4-11,,,0.786,0.538,27.6,0.732,0.315,,,14.0,11.67,,,,18.4,0.267,0.5336549019607842,17.325384615384614,9.382142857142856,0.23824313796495683,15
2017,2,110630,0.4908883718320607,36,12,4,0,16,0.75,0.5083723262032086,0.5168282432168481,0.5708932239058163,Seton Hill,ECAC-II,12-4,6.94,7.19,0.88,0.595,27.31,0.641,0.387,,19.25,9.75,7.38,4.94,12.31,0.319,13.63,0.75,0.49066666666666664,17.152307692307694,9.849999999999998,0.2454627634774127,36
2017,2,110635,0.4626376369612048,47,0,14,0,14,0.0,0.4636846405228758,0.4584207882995483,0.346447517336325,Shorter,Independent,0-14,,7.29,0.762,,,,,,,17.93,,,,,,0.0,0.4637435897435896,17.505454545454544,10.210909090909091,0.20355747661370385,47
2017,2,110591,0.4456211152470233,52,9,6,0,15,0.6,0.4677835898191935,0.5187894733973493,0.5135891632589341,Southern N.H.,NE10,9-6,6.07,6.93,0.787,0.515,34.07,0.702,0.377,,18.33,10.93,10.53,,12.27,0.273,16.27,0.6,0.4449397759103641,16.28,10.399230769230769,0.25613723908379804,53
2017,2,110596,0.5053974483054562,26,8,6,0,14,0.5714285714285714,0.5225643293754749,0.5192496545988862,0.5339517211946019,St. Anselm,NE10,8-6,6.0,9.57,0.846,0.461,36.07,0.607,0.32,,18.36,11.29,10.21,,12.36,0.265,16.86,0.571,0.5052171945701356,16.951818181818183,9.606666666666667,0.24797515844121867,26
2017,2,110612,0.42145324455186656,58,5,10,0,15,0.3333333333333333,0.4221566831860949,0.4908667002390343,0.4171283499861394,St. Thomas Aquinas,ECC,5-10,,6.27,0.809,,26.73,0.779,0.182,,,12.73,10.93,,7.67,0.248,16.4,0.333,0.4223026646556058,15.770000000000003,10.489999999999998,0.22020093256752085,58
2017,2,110599,0.5999506261013666,4,15,5,0,20,0.75,0.608463363262125,0.5512195557224796,0.6295365705616824,Tampa,Sunshine State,15-5,7.85,8.6,0.904,0.6,31.85,,0.692,,21.9,9.25,8.4,5.65,14.05,0.365,13.9,0.75,0.6004236111111111,18.812666666666665,9.308,0.2396008293732361,4
2017,2,110624,0.42897433564254933,57,11,4,0,15,0.7333333333333333,0.4580659699777347,0.5127536491148024,0.5405547306009013,Tusculum,SAC,11-4,8.93,7.87,0.837,0.454,32.6,0.822,0.458,,22.6,11.4,8.53,5.13,13.67,0.338,14.2,0.733,0.42876331360946734,16.758000000000003,10.589090909090912,0.25552215491744273,57
2017,2,110583,0.4983625824671155,30,7,6,0,13,0.5384615384615384,0.4978717361070301,0.5287681306397252,0.515743285328831,UIndy,Independent,7-6,7.0,8.54,0.88,0.581,29.46,0.725,0.327,,17.77,10.62,7.0,3.77,10.77,0.285,14.62,0.538,0.49799999999999994,17.61272727272727,9.92,0.2666903835607139,32
2017,2,110633,0.5099073395758945,22,4,12,0,16,0.25,0.528531746031746,0.4814616175337025,0.4471312773992986,Walsh,ECAC-II,4-12,,6.38,0.864,0.514,25.69,0.639,0.188,,,10.69,9.94,,,0.242,17.19,0.25,0.5092380952380953,17.35571428571428,9.773076923076923,0.19818900024621475,22
2017,2,110623,0.5262057227056925,17,6,8,0,14,0.4285714285714285,0.5254463323791055,0.501140227901278,0.4951510803077294,Wheeling,MEC,6-8,6.29,8.79,0.883,0.384,29.43,0.684,0.357,,17.64,12.21,10.43,,11.36,0.329,13.71,0.429,0.5254523809523809,17.348461538461535,9.543846153846154,0.21932307861187658,18
2017,2,110613,0.5595428853863725,8,13,4,0,17,0.7647058823529411,0.5727856630105765,0.5197597919813883,0.6075092500888706,Wingate,SAC,13-4,6.41,7.53,0.858,0.46,29.76,0.743,0.313,,17.12,11.12,7.53,3.18,10.71,0.303,12.47,0.765,0.5611333333333332,17.921333333333333,9.993333333333332,0.2047925345861568,8
2017,2,110636,0.39862728722015,61,7,8,0,15,0.4666666666666667,0.3965908927673634,0.4872494477831582,0.436774474996138,Young Harris,Independent,7-8,6.8,8.93,0.855,0.572,31.8,0.676,0.286,,19.07,,9.87,,12.27,0.286,15.53,0.467,0.39675042735042726,16.526923076923076,11.182307692307692,0.23943281314620143,61
2018,1,423561,0.46806895742065724,49,10,20,0,30,0.3333333333333333,0.4679393210275562,0.4829890741760367,0.4380502623911206,Air Force,SoCon,5-10,3.53,5.07,0.826,0.526,20.73,0.511,0.281,,11.4,8.4,10.67,-2.8,7.87,0.253,12.27,0.333,0.4680666666666667,15.970000000000002,10.427999999999999,0.20261143984374516,49
2018,1,423562,0.5133011137511152,25,10,16,0,26,0.3846153846153846,0.5135226575837436,0.5174159293340964,0.482269157279242,Army West Point,Patriot,5-8,5.54,8.62,0.843,0.493,28.92,0.68,0.343,,14.54,8.08,8.38,0.62,9.0,0.246,12.69,0.385,0.5136153846153845,15.986923076923079,10.27,0.2025956710227535,25
2018,1,423501,0.42465677695923454,61,8,18,0,26,0.3076923076923077,0.4249017259763866,0.4698750644430536,0.4068427060220336,Bellarmine,SoCon,4-9,4.62,7.38,0.791,0.487,22.15,0.771,0.326,,12.46,11.62,9.38,-1.54,7.85,0.241,14.85,0.308,0.42499999999999993,14.710769230769234,10.643846153846154,0.1637864463256957,61
2018,1,423502,0.44917503195337216,53,8,22,0,30,0.2666666666666666,0.448750181134082,0.4923957508517457,0.4141406949466441,Binghamton,America East,4-11,3.53,6.73,0.838,0.418,22.47,0.761,0.205,,11.53,11.53,12.87,-4.87,8.0,0.245,12.6,0.267,0.44886666666666664,16.375333333333334,10.741999999999999,0.1953731017537698,53
2018,1,423503,0.48731575717712705,39,16,18,0,34,0.4705882352941176,0.5183403678213367,0.5134169296504383,0.5051714751468074,Boston U.,Patriot,8-9,6.82,6.47,0.839,0.478,29.41,0.61,0.568,,16.88,12.24,11.35,-1.29,10.06,0.309,13.65,0.471,0.4875333333333333,15.517333333333333,10.177333333333333,0.19333386206824252,39
2018,1,423504,0.5368534379052887,14,12,18,0,30,0.4,0.5493807608513491,0.5180024428734472,0.5041909911440364,Brown,Ivy League,6-9,6.8,6.13,0.873,0.54,30.2,0.682,0.407,,18.53,13.8,12.27,-0.53,11.73,0.294,14.93,0.4,0.537,17.119285714285716,10.661428571428571,0.17588226581600383,15
2018,1,423505,0.4680277562767098,50,16,14,0,30,0.5333333333333333,0.4840913117383705,0.4888195247948646,0.4975838704012347,Bryant,NEC,8-7,5.07,6.0,0.888,0.675,32.13,0.697,0.366,,16.4,8.73,9.73,1.6,11.33,0.296,13.73,0.533,0.467142857142857,16.51142857142857,10.602142857142857,0.1979339201215746,50
2018,1,423506,0.4909328592300994,36,22,8,0,30,0.7333333333333333,0.4900100553041729,0.5161709893590852,0.557381108325191,Bucknell,Patriot,11-4,6.4,7.4,0.874,0.459,26.07,0.65,0.326,,18.07,8.93,9.0,2.67,11.67,0.328,10.67,0.733,0.4915,16.044999999999998,10.38142857142857,0.1882554305799892,36
2018,1,423507,0.405880695234838,63,16,18,0,34,0.4705882352941176,0.4446031179003315,0.4591029464271071,0.454724354380472,Canisius,MAAC,8-9,7.29,6.35,0.894,0.399,26.0,0.605,0.488,,18.76,10.0,12.76,-1.29,11.47,0.36,12.82,0.471,0.40542857142857136,15.637857142857142,10.947857142857142,0.20122329966117394,63
2018,1,423508,0.49414640775339724,35,8,20,0,28,0.2857142857142857,0.4944961959142632,0.461600855592069,0.4340768832837203,Cleveland St.,Independent,4-10,4.43,7.0,0.869,0.488,26.71,0.576,0.255,,13.07,10.57,11.36,-2.71,8.64,0.248,15.21,0.286,0.4945,15.659285714285716,10.207857142857142,0.18019701519646292,35
2018,1,423509,0.4699189528863625,47,14,16,0,30,0.4666666666666667,0.4772525078407431,0.5055674349495141,0.4816847793244167,Colgate,Patriot,7-8,6.53,5.67,0.866,0.595,29.07,0.688,0.383,,18.4,9.07,10.47,1.4,11.87,0.315,12.33,0.467,0.4694285714285714,15.919285714285715,10.57642857142857,0.1930676100251317,47
2018,1,423510,0.5133011137511152,25,26,10,0,36,0.7222222222222222,0.5262751944382491,0.5399360872095152,0.5786771745770589,Cornell,Ivy League,13-5,9.56,7.11,0.86,0.443,28.83,0.661,0.375,,23.11,11.56,9.22,4.33,13.56,0.389,11.39,0.722,0.5126000000000002,17.474,10.806666666666668,0.2004623988017038,26
2018,1,423511,0.5290259313522562,18,4,22,0,26,0.1538461538461538,0.5293485046878712,0.5045561341273281,0.429274824337306,Dartmouth,Ivy League,2-11,4.38,6.69,0.802,0.397,28.85,0.489,0.269,,12.85,10.85,14.08,-5.62,8.46,0.272,15.0,0.154,0.5294615384615384,18.095384615384617,10.973076923076924,0.14351500344221071,18
2018,1,423512,0.4330344735988592,60,12,16,0,28,0.4285714285714285,0.434902999661403,0.5059619051623303,0.4510848332641412,Delaware,CAA,6-8,4.71,6.43,0.876,0.453,26.29,0.737,0.236,,15.29,11.79,10.5,0.07,10.57,0.291,10.86,0.429,0.4326923076923076,15.256923076923076,10.639999999999999,0.183520858011954,60
2018,1,423513,0.5108853978782903,27,26,8,0,34,0.7647058823529411,0.523687028991163,0.5430818887384014,0.5887904572684172,Denver,Big East,13-4,6.71,4.88,0.882,0.738,26.71,0.556,0.512,,18.06,7.12,7.88,3.47,11.35,0.328,11.88,0.765,0.5120714285714286,15.598571428571429,9.881428571428572,0.1757869913461477,27
2018,1,423514,0.3988373066149643,65,18,14,0,32,0.5625,0.4073697748330101,0.4680069116456966,0.4613116153279292,Detroit Mercy,MAAC,9-7,6.0,8.56,0.889,0.477,29.38,0.679,0.288,,16.31,11.13,9.38,0.94,10.31,0.292,14.38,0.563,0.39871428571428563,14.377857142857142,10.549285714285714,0.13097624025068091,65
2018,1,423515,0.5322590200440349,17,10,16,0,26,0.3846153846153846,0.5335394481679312,0.5045972212806366,0.4890728755579708,Drexel,CAA,5-8,5.46,5.23,0.888,0.475,23.85,0.673,0.34,,15.85,10.54,12.46,-2.08,10.38,0.321,13.85,0.385,0.5336153846153846,16.477692307692305,9.789230769230768,0.19001762608992898,17
2018,1,423516,0.5706606973020336,7,32,8,0,40,0.8,0.5724288048552755,0.5548924434919329,0.624937513300621,Duke,ACC,16-4,7.5,7.65,0.895,0.51,31.2,0.667,0.5,,21.1,9.5,8.65,4.95,13.6,0.372,11.1,0.8,0.5711052631578947,16.70684210526316,10.203684210526317,0.1540153426181069,7
2018,1,423517,0.5272554767244328,20,8,22,0,30,0.2666666666666666,0.5269336709042591,0.4946557872702122,0.4537974489363492,Fairfield,CAA,4-11,5.93,5.8,0.863,0.488,26.6,0.73,0.476,,14.73,9.07,10.6,-1.8,8.8,0.259,12.47,0.267,0.5270666666666667,16.253333333333334,10.114666666666666,0.2000361522880857,20
2018,1,423518,0.478124070406951,43,8,20,0,28,0.2857142857142857,0.489999846092283,0.4718346366126132,0.4343871536278662,Furman,SoCon,4-10,4.86,6.36,0.873,0.311,21.93,0.58,0.289,,13.71,11.93,12.14,-3.29,8.86,0.305,13.71,0.286,0.478,15.922307692307694,10.51769230769231,0.17351745644835764,43
2018,1,423519,0.46514023595275833,51,24,10,0,34,0.7058823529411765,0.4910534726711197,0.5261738080354441,0.553540776579715,Georgetown,Big East,12-5,6.82,7.18,0.911,0.487,26.06,0.718,0.372,,17.88,9.76,8.12,2.94,11.06,0.333,11.65,0.706,0.4640666666666667,15.825333333333335,10.443999999999999,0.20542102023784117,51
2018,1,423520,0.20155323739485606,71,8,16,0,24,0.3333333333333333,0.1969436813186813,0.4251261093687968,0.2880867013348732,Hampton,DI Independent,4-8,4.08,11.58,0.823,0.413,34.58,0.378,0.311,,13.08,11.5,12.75,-3.75,9.0,0.242,18.5,0.333,0.19724999999999998,11.685,11.530000000000001,0.09440173462389342,71
2018,1,423521,0.5194278609136118,22,6,20,0,26,0.2307692307692307,0.5192027667498018,0.4807012502263852,0.4374690036238049,Hartford,America East,3-10,5.92,4.46,0.859,0.591,27.31,0.519,0.426,,15.77,10.77,12.31,-2.46,9.85,0.309,15.0,0.231,0.5193076923076922,16.285384615384615,10.235384615384616,0.16608819928227414,23
2018,1,423522,0.5073168293282724,31,14,12,0,26,0.5384615384615384,0.5075761831775167,0.5307495006409796,0.5210908513643878,Harvard,Ivy League,7-6,7.08,5.31,0.892,0.466,25.31,0.618,0.308,,17.92,12.92,11.77,-0.92,10.85,0.283,13.46,0.538,0.5076153846153846,17.74692307692308,10.82846153846154,0.21704573727904888,31
2018,1,423570,0.5108853978782903,27,12,16,0,28,0.4285714285714285,0.5129390217625512,0.4862550162844835,0.4851761220952536,High Point,SoCon,6-8,5.64,7.21,0.891,0.509,31.07,0.667,0.286,,17.0,13.0,12.07,-0.71,11.36,0.317,14.93,0.429,0.5114615384615384,16.124615384615385,10.116923076923078,0.21285336786862866,28
