academic_year,division,team_name,org_id,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage
2015,2,Notre Dame de Namur,30056,,1-8,,8.0,,0.457,28.0,0.71,0.244,,,13.22,13.78,,7.11,0.223,24.44,0.111
2015,2,Seton Hill,30063,,9-5,4.57,6.0,0.897,0.646,27.36,0.718,0.254,,16.36,9.5,7.79,4.0,11.79,0.353,13.64,0.643
2015,2,Brevard,30094,,8-8,5.88,9.88,0.832,0.4,35.63,0.622,0.283,,16.38,13.88,12.0,,10.5,0.341,17.31,0.5
2015,2,Lindenwood,30136,,14-4,6.67,7.5,0.834,0.643,33.06,0.708,0.379,,19.89,,8.06,5.17,13.22,0.339,17.33,0.778
2015,2,Walsh,30141,,3-10,5.54,11.08,0.798,0.423,26.62,0.653,0.207,,13.23,10.69,11.15,,7.69,0.277,16.38,0.231
2015,2,Roberts Wesleyan,30150,,4-11,5.2,8.67,0.796,0.528,31.4,0.676,0.306,,14.0,12.73,11.93,,8.8,0.265,20.13,0.267
2015,2,Shorter,30151,,7-7,4.29,6.93,0.856,0.465,26.5,0.783,0.316,,14.5,10.36,9.29,,10.21,0.316,17.36,0.5
2015,2,Young Harris,30154,,9-7,7.06,7.25,0.902,0.491,27.94,0.605,0.281,,17.94,10.56,10.38,,10.88,0.335,14.5,0.563
2015,2,Le Moyne,349,,16-3,7.16,7.21,0.844,0.491,31.95,0.81,0.438,,21.37,13.11,6.68,7.53,14.21,0.334,15.16,0.842
2015,2,Assumption,36,,9-8,4.35,4.88,0.831,0.56,29.47,0.656,0.145,,13.0,11.82,9.18,,8.65,0.284,18.29,0.529
2015,2,LIU Post,362,,14-3,6.88,8.47,0.827,0.591,29.94,0.69,0.4,,20.24,9.94,8.59,4.76,13.35,0.333,15.71,0.824
2015,2,Mercy,407,,10-7,6.71,7.82,0.855,0.564,33.65,0.558,0.447,,18.35,9.06,9.71,,11.65,0.302,15.47,0.588
2015,2,Mercyhurst,408,,8-6,6.43,6.29,0.872,0.554,25.5,0.784,0.347,,16.93,9.36,7.14,3.36,10.5,0.308,16.0,0.571
2015,2,Merrimack,410,,13-3,6.88,7.44,0.877,0.471,32.13,0.65,0.326,,19.94,11.19,7.5,5.56,13.06,0.287,14.19,0.813
2015,2,Molloy,437,,11-4,7.27,7.4,0.854,0.507,30.6,0.625,0.313,,20.13,10.27,9.67,3.2,12.87,0.311,13.2,0.733
2015,2,Southern N.H.,468,,2-13,5.13,7.4,0.848,0.42,30.4,0.728,0.283,,13.87,10.93,11.8,,8.73,0.242,17.67,0.133
2015,2,New York Tech,477,,12-4,8.56,10.63,0.835,0.452,28.69,0.831,0.517,,21.94,8.81,8.0,5.38,13.38,0.36,15.06,0.75
2015,2,Pace,533,,9-7,6.44,9.5,0.83,0.523,35.38,0.704,0.322,,18.25,12.44,10.5,,11.81,0.317,19.19,0.563
2015,2,Pfeiffer,542,,10-5,8.13,9.47,0.871,0.484,31.87,0.702,0.545,,22.2,10.47,10.13,3.93,14.07,0.34,15.13,0.667
2015,2,Bentley,56,,6-7,3.92,6.46,0.846,0.616,24.85,0.694,0.286,,13.0,10.23,9.69,,9.08,0.228,15.46,0.462
2015,2,Rollins,584,,6-10,4.63,7.31,0.857,0.45,29.06,0.652,0.328,,13.44,11.75,10.25,,8.81,0.255,17.13,0.375
2015,2,Saint Anselm,593,,2-11,4.15,7.08,0.828,0.502,30.31,0.667,0.25,,12.38,10.85,14.08,,8.23,0.227,18.15,0.154
2015,2,Saint Leo,608,,7-7,5.36,7.21,0.867,0.611,32.29,0.675,0.35,,16.29,12.36,9.43,,10.93,0.277,13.43,0.5
2015,2,Saint Michael's,613,,7-7,5.29,12.14,0.808,0.408,32.93,0.586,0.333,,14.79,14.21,12.36,,9.5,0.25,21.79,0.5
2015,2,Tampa,689,,15-4,6.37,7.84,0.889,0.6,27.47,0.759,0.38,,18.89,9.11,8.26,4.26,12.53,0.311,13.68,0.789
2015,2,North Greenville,9223,,1-14,4.07,4.0,0.831,0.375,26.47,0.627,0.243,,11.67,14.73,15.93,,7.6,0.331,19.4,0.067
2015,2,Adams St.,929,,4-11,3.93,,0.861,0.371,22.0,0.617,0.368,,14.2,10.13,14.67,,10.27,0.293,15.33,0.267
2015,2,Alderson Broaddus,934,,4-9,4.85,7.46,0.752,0.461,26.92,0.662,0.324,,13.0,11.62,13.69,,8.15,0.26,21.62,0.308
2016,1,Air Force,23983,SoCon,5-2,5.14,6.29,0.858,0.523,26.14,0.773,0.4,,15.0,9.57,7.57,69.0,9.86,0.305,13.86,
2016,1,Army West Point,23984,Patriot,5-2,6.57,8.43,0.877,0.689,34.86,0.75,0.323,,19.86,8.29,7.29,93.0,13.29,0.309,14.0,
2016,1,Bellarmine,23925,SoCon,3-4,4.0,6.0,0.842,0.537,24.29,0.611,0.429,,11.57,9.29,9.14,53.0,7.57,0.265,16.0,
2016,1,Binghamton,23926,America East,0-4,3.75,5.25,0.863,0.517,22.5,0.667,0.143,,11.0,10.5,11.25,29.0,7.25,0.225,15.0,
2016,1,Boston U.,23927,Patriot,6-1,6.0,8.57,0.789,0.647,31.29,0.867,0.556,,16.14,11.14,8.43,71.0,10.14,0.296,18.71,
2016,1,Brown,23928,Ivy League,5-0,12.4,9.0,0.902,0.702,39.8,0.667,0.261,,31.0,13.0,8.6,93.0,18.6,0.384,16.2,
2016,1,Bryant,23929,NEC,4-3,4.86,6.71,0.911,0.526,32.71,0.643,0.429,,15.57,11.14,10.29,75.0,10.71,0.267,15.57,
2016,1,Bucknell,23930,Patriot,4-3,5.43,5.71,0.786,0.549,31.0,0.765,0.636,,16.71,12.14,10.14,79.0,11.29,0.307,14.71,
2016,1,Canisius,23931,MAAC,1-2,5.67,7.33,0.852,0.466,22.67,0.667,0.231,,14.33,9.67,8.0,26.0,8.67,0.218,13.67,
2016,1,Colgate,23932,Patriot,3-4,4.71,5.86,0.872,0.393,24.0,0.75,0.118,,12.86,9.71,8.29,57.0,8.14,0.228,12.71,
2016,1,Cornell,23933,Ivy League,3-2,4.4,7.2,0.859,0.657,27.6,0.7,0.231,,13.4,11.0,8.6,45.0,9.0,0.237,13.4,
2016,1,Dartmouth,23934,Ivy League,0-4,3.5,6.75,0.769,0.375,24.0,0.5,0.25,,9.25,10.5,10.5,23.0,5.75,0.247,19.25,
2016,1,Delaware,23935,CAA,3-5,4.88,7.63,0.827,0.536,28.5,0.474,0.182,,13.5,7.75,10.88,69.0,8.63,0.258,15.25,
2016,1,Denver,23936,Big East,6-0,8.83,3.67,0.774,0.682,35.5,0.667,0.583,,22.17,10.0,9.0,80.0,13.33,0.386,13.67,
2016,1,Detroit Mercy,23937,MAAC,0-5,3.8,7.0,0.777,0.287,23.0,0.5,0.375,,10.2,12.6,11.2,32.0,6.4,0.23,18.6,
2016,1,Drexel,23938,CAA,2-4,4.0,6.33,0.82,0.357,26.5,0.682,0.333,,14.33,12.17,12.33,62.0,10.33,0.29,12.83,
2016,1,Duke,23939,ACC,5-3,8.38,6.88,0.843,0.583,36.13,0.656,0.455,,22.5,10.25,9.63,113.0,14.13,0.37,14.88,
2016,1,Fairfield,23940,CAA,2-5,4.14,3.0,0.797,0.532,22.57,0.741,0.435,,12.71,13.29,10.57,60.0,8.57,0.268,14.14,
2016,1,Furman,23941,SoCon,0-6,4.0,4.83,0.842,0.489,23.83,0.632,0.278,,10.5,9.33,12.83,39.0,6.5,0.247,13.5,
2016,1,Georgetown,23942,Big East,1-5,4.83,5.0,0.814,0.378,23.0,0.55,0.333,,13.33,11.33,10.33,51.0,8.5,0.249,12.67,
2016,1,Hartford,23943,America East,3-3,7.5,6.0,0.88,0.671,33.17,0.545,0.467,,18.67,8.83,10.0,67.0,11.17,0.293,16.0,
2016,1,Harvard,23944,Ivy League,4-2,7.83,7.17,0.879,0.389,28.5,0.667,0.389,,19.33,12.33,10.83,69.0,11.5,0.337,14.67,
2016,1,High Point,23992,SoCon,4-3,6.14,8.0,0.831,0.549,32.57,0.5,0.333,,17.14,11.29,12.43,77.0,11.0,0.293,15.0,
2016,1,Hobart,23945,NEC,4-3,3.0,6.14,0.865,0.589,28.14,0.81,0.2,,12.71,9.0,9.29,68.0,9.71,0.26,14.0,
2016,1,Hofstra,23946,CAA,4-2,4.33,4.33,0.827,0.598,35.17,0.8,0.296,,14.17,11.83,8.0,59.0,9.83,0.265,12.5,
2016,1,Holy Cross,23947,Patriot,0-7,4.57,7.86,0.814,0.405,25.86,0.526,0.414,,13.86,11.29,13.86,65.0,9.29,0.279,14.43,
2016,1,Jacksonville,23948,SoCon,2-4,4.67,3.83,0.74,0.568,29.83,0.615,0.276,,13.0,13.67,12.67,50.0,8.33,0.294,17.17,
2016,1,Johns Hopkins,23949,Big Ten,3-2,8.8,3.2,0.833,0.571,29.4,0.636,0.632,,21.2,10.6,10.0,62.0,12.4,0.308,13.2,
2016,1,Lafayette,23950,Patriot,1-4,5.0,9.4,0.729,0.464,30.2,0.632,0.533,,12.8,12.4,11.4,39.0,7.8,0.279,18.0,
2016,1,Lehigh,23951,Patriot,4-2,8.33,9.17,0.84,0.404,29.33,0.773,0.5,,21.83,9.5,9.5,81.0,13.5,0.357,12.33,
2016,1,Loyola Maryland,23953,Patriot,4-2,5.5,7.5,0.885,0.438,29.0,0.556,0.455,,14.83,9.33,9.0,56.0,9.33,0.237,10.0,
2016,1,Manhattan,23954,MAAC,1-7,3.5,4.75,0.765,0.27,22.25,0.72,0.231,,9.13,13.88,13.88,45.0,5.63,0.246,18.5,
2016,1,Marist,23955,MAAC,1-4,4.6,6.0,0.806,0.28,20.6,0.6,0.714,,12.8,14.6,9.2,41.0,8.2,0.273,13.8,
2016,1,Marquette,23956,Big East,4-1,3.8,7.2,0.827,0.639,28.8,0.545,0.5,,13.2,7.2,6.8,47.0,9.4,0.255,12.2,
2016,1,Maryland,23958,Big Ten,4-2,6.17,6.33,0.88,0.592,29.0,0.813,0.5,,16.67,8.33,7.83,63.0,10.5,0.27,13.5,
2016,1,Massachusetts,23959,CAA,3-4,4.71,7.86,0.894,0.432,28.86,0.769,0.276,,14.14,11.14,10.14,66.0,9.43,0.284,13.14,
2016,1,Mercer,23960,SoCon,2-4,3.17,5.33,0.882,0.46,19.0,0.556,0.286,,11.33,9.83,11.83,49.0,8.17,0.257,12.33,
2016,1,Michigan,23961,Big Ten,3-3,4.83,7.17,0.868,0.497,26.83,0.739,0.357,,15.17,13.0,13.67,62.0,10.33,0.32,13.67,
2016,1,Monmouth,23962,MAAC,4-2,4.83,7.67,0.902,0.403,23.17,0.765,0.222,,15.17,9.33,8.17,62.0,10.33,0.323,11.33,
2016,1,Mount St. Mary's,23963,NEC,4-2,5.0,9.67,0.83,0.5,26.17,0.652,0.438,,15.0,9.83,7.83,60.0,10.0,0.313,12.0,
2016,1,NJIT,23965,Independent,0-8,2.25,5.75,0.75,0.369,23.5,0.524,0.212,,7.5,11.5,15.88,42.0,5.25,0.208,17.5,
2016,1,Navy,23985,Patriot,3-2,6.4,9.4,0.9,0.551,29.6,0.462,0.167,,16.0,7.2,7.0,48.0,9.6,0.265,13.2,
2016,1,North Carolina,23964,ACC,4-3,6.57,7.71,0.848,0.591,33.71,0.786,0.32,,19.86,7.43,9.43,93.0,13.29,0.323,13.0,
2016,1,Notre Dame,23966,ACC,4-1,6.0,9.4,0.915,0.598,31.2,0.615,0.417,,16.8,9.6,6.2,54.0,10.8,0.293,15.4,
2016,1,Ohio St.,23967,Big Ten,5-3,4.63,6.75,0.922,0.608,27.88,0.684,0.304,,14.63,9.25,8.25,80.0,10.0,0.292,11.13,
2016,1,Penn,23969,Ivy League,3-2,6.8,4.0,0.859,0.369,24.8,0.778,0.4,,17.4,14.8,10.8,53.0,10.6,0.306,12.6,
2016,1,Penn St.,23968,Big Ten,5-2,8.0,6.0,0.908,0.481,29.0,0.563,0.429,,20.86,9.43,10.71,90.0,12.86,0.357,10.29,
2016,1,Princeton,23970,Ivy League,2-3,7.0,7.8,0.861,0.426,29.8,0.571,0.385,,17.6,11.0,11.2,53.0,10.6,0.338,12.6,
2016,1,Providence,23971,Big East,3-3,5.0,8.5,0.84,0.407,28.17,0.714,0.19,,15.17,13.17,9.67,61.0,10.17,0.311,18.33,
2016,1,Quinnipiac,23972,MAAC,3-1,5.0,9.25,0.843,0.484,27.5,0.778,0.333,,14.75,10.75,10.75,39.0,9.75,0.244,15.5,
2016,1,Richmond,23973,SoCon,6-1,6.0,8.43,0.896,0.537,29.0,0.471,0.345,,15.14,9.29,7.14,64.0,9.14,0.259,14.0,
2016,1,Robert Morris,23974,NEC,2-5,5.86,7.71,0.866,0.401,23.14,0.667,0.444,,16.14,11.71,12.29,72.0,10.29,0.28,14.29,
2016,1,Rutgers,23975,Big Ten,5-2,7.29,8.29,0.927,0.54,36.14,0.48,0.24,,19.29,10.14,9.43,84.0,12.0,0.305,12.14,
2016,1,Sacred Heart,23976,NEC,2-5,5.43,9.0,0.881,0.476,26.14,0.5,0.212,,14.43,9.14,12.0,63.0,9.0,0.248,14.86,
2016,1,Saint Joseph's,23978,NEC,4-2,7.67,6.5,0.901,0.631,31.83,0.667,0.278,,21.17,8.67,8.17,81.0,13.5,0.367,12.5,
2016,1,Siena,23979,MAAC,1-4,5.4,6.8,0.872,0.439,26.4,0.667,0.286,,14.4,9.4,11.8,45.0,9.0,0.249,15.4,
2016,1,St. John's (NY),23977,Big East,1-6,5.14,4.43,0.836,0.424,26.14,0.6,0.348,,12.86,12.0,13.43,54.0,7.71,0.252,13.71,
2016,1,Stony Brook,23980,America East,5-1,9.17,6.67,0.887,0.476,31.67,0.87,0.536,,22.83,12.83,7.83,82.0,13.67,0.355,11.5,
2016,1,Syracuse,23981,ACC,5-0,8.4,9.0,0.947,0.718,35.6,0.556,0.6,,22.8,7.6,7.4,72.0,14.4,0.335,13.4,
2016,1,Towson,23982,CAA,6-1,5.43,6.71,0.88,0.514,25.43,0.556,0.455,,15.71,8.57,7.29,72.0,10.29,0.279,10.57,
2016,1,UAlbany,23924,America East,3-2,7.2,8.4,0.857,0.379,26.6,0.615,0.45,,19.6,13.8,10.4,62.0,12.4,0.339,14.2,
2016,1,UMBC,23957,America East,1-3,4.75,7.0,0.75,0.41,22.5,0.6,0.333,,11.5,10.5,10.25,27.0,6.75,0.276,15.75,
2016,1,VMI,23988,SoCon,1-7,2.13,7.5,0.715,0.42,26.38,0.607,0.083,,7.5,11.63,13.38,43.0,5.38,0.214,18.5,
2016,1,Vermont,23986,America East,3-4,7.0,6.71,0.878,0.517,29.86,0.707,0.351,,19.14,11.0,10.71,85.0,12.14,0.305,15.14,
2016,1,Villanova,23987,Big East,5-1,9.0,6.0,0.866,0.636,33.17,0.625,0.324,,25.0,8.33,10.0,96.0,16.0,0.299,11.5,
2016,1,Virginia,23989,ACC,3-4,5.14,8.71,0.867,0.56,38.57,0.524,0.542,,16.0,8.43,10.71,76.0,10.86,0.252,12.0,
2016,1,Wagner,23990,NEC,4-4,5.13,8.25,0.791,0.468,30.5,0.769,0.5,,14.63,8.75,8.88,76.0,9.5,0.26,16.38,
2016,1,Yale,23991,Ivy League,5-0,7.2,7.8,0.902,0.491,29.6,0.692,0.211,,19.6,8.6,5.8,62.0,12.4,0.284,10.2,
2016,2,Adams St.,24019,RMAC,1-3,4.5,6.75,0.832,,,0.692,0.2,,11.75,13.75,11.25,,7.25,0.236,20.5,
2016,2,Adelphi,23993,NE10,6-1,8.86,7.86,0.89,0.7,38.57,0.595,0.368,,25.57,9.71,9.43,,16.71,0.349,16.29,
2016,2,Alderson Broaddus,24020,ECAC-II,2-5,8.0,11.43,0.794,0.401,30.29,0.689,0.439,,19.57,13.0,11.14,,11.57,0.283,20.29,
2016,2,American Int'l,23995,NE10,0-7,3.14,,,0.443,23.86,,,,9.57,14.14,,,,0.247,21.0,
2016,2,Assumption,23996,NE10,2-4,6.83,7.33,0.764,0.6,31.17,0.864,0.444,,17.17,12.67,11.5,,10.33,0.337,17.83,
2016,2,Belmont Abbey,24033,Conference Carolinas,7-1,7.25,10.63,0.879,0.447,25.75,0.731,0.45,,21.38,10.63,8.25,,14.13,0.317,15.25,
2016,2,Bentley,23997,NE10,2-1,5.33,7.33,0.811,0.639,30.0,,0.294,,14.0,10.0,8.67,,8.67,0.243,14.33,
2016,2,Brevard,24050,SAC,1-8,4.0,8.44,0.787,0.41,28.78,0.6,0.194,,12.67,13.78,13.67,,8.67,0.312,18.11,
2016,2,CSU Pueblo,24035,RMAC,0-4,3.5,6.75,0.757,0.477,32.5,,,,13.25,14.5,,,9.75,0.315,,
2016,2,Catawba,24021,SAC,2-4,5.33,5.33,0.851,0.681,28.67,0.615,,,15.0,11.83,10.67,,9.67,0.27,19.5,
2016,2,Chestnut Hill,24047,ECC,1-5,4.67,5.67,0.845,,,0.625,0.194,,13.5,12.0,12.5,,8.83,0.29,13.33,
2016,2,Coker,24022,SAC,2-6,5.38,9.63,0.937,0.391,25.5,,0.267,,15.13,,14.13,,9.75,0.294,12.0,
2016,2,Colorado Mesa,24040,RMAC,2-4,4.5,7.83,0.873,0.44,25.33,0.605,0.45,,14.0,14.33,9.33,,9.5,,13.67,
2016,2,Davis & Elkins,23998,Independent,0-4,,5.75,,,24.25,,0.25,,,16.75,,,,,,
2016,2,Dist. Columbia,23999,ECC,2-3,4.2,8.8,0.851,0.588,37.4,0.649,0.394,,15.6,10.2,13.4,,11.4,0.236,19.8,
2016,2,Dominican (NY),24037,ECC,3-5,5.13,7.63,,0.475,34.5,0.808,0.308,,13.75,15.0,13.63,,8.63,,20.63,
2016,2,Dowling,24034,ECC,5-1,8.17,9.33,0.845,0.417,29.33,0.774,0.333,,21.0,10.5,8.0,,12.83,0.341,11.17,
2016,2,Fla. Southern,24001,Sunshine State,6-5,6.82,9.27,0.85,0.486,33.0,0.614,0.316,,17.82,13.18,11.0,,11.0,0.249,16.82,
2016,2,Florida Tech,24000,Sunshine State,5-3,5.13,10.38,0.829,0.594,28.5,0.686,0.325,,15.5,,11.38,,10.38,0.278,14.5,
2016,2,Franklin Pierce,24002,NE10,2-2,5.25,6.75,0.899,0.468,29.25,0.765,0.417,,16.5,11.0,10.0,,11.25,0.288,13.5,
2016,2,Georgian Court,24038,Independent,0-7,,8.86,0.789,0.364,23.86,0.68,0.2,,,12.71,,,,0.224,19.57,
2016,2,LIU Post,24005,ECC,4-3,6.29,7.0,0.852,0.575,28.0,0.72,0.444,,18.43,8.29,8.57,,12.14,0.332,13.86,
2016,2,Lake Erie,24036,ECAC-II,4-2,6.0,8.67,0.853,0.558,31.67,0.733,0.333,,17.33,9.0,9.5,,11.33,0.321,14.33,
2016,2,Le Moyne,24004,NE10,5-0,11.4,7.2,0.826,0.5,30.2,0.938,0.467,,29.6,10.4,6.6,,18.2,0.435,14.2,
2016,2,Lees-McRae,24044,Conference Carolinas,1-5,3.67,5.33,,0.357,24.67,0.55,,,9.83,18.5,16.0,,,,21.0,
2016,2,Lenoir-Rhyne,24023,SAC,5-4,5.33,7.0,0.83,0.511,36.0,0.879,0.27,,16.89,14.89,11.11,,11.56,0.276,15.67,
2016,2,Limestone,24024,Conference Carolinas,9-0,11.22,7.78,0.934,0.634,37.67,0.756,0.273,,31.67,10.0,7.78,,20.44,0.436,14.67,
2016,2,Lincoln Memorial,24025,SAC,3-3,5.5,9.0,0.879,0.467,28.5,0.793,0.25,,16.67,12.5,11.33,,11.17,0.294,15.17,
2016,2,Lindenwood,24051,ECAC-II,5-2,6.71,10.71,0.861,0.554,41.14,0.871,0.465,,21.14,9.0,8.0,,14.43,0.33,18.57,
2016,2,Lynn,24046,Sunshine State,5-3,7.63,10.88,0.868,0.608,34.38,0.704,0.364,,20.0,10.63,9.38,,12.38,0.288,15.25,
2016,2,Mars Hill,24026,SAC,0-7,3.71,7.14,0.807,0.435,27.43,0.667,0.37,,10.57,11.71,11.71,,6.86,0.273,18.71,
2016,2,Mercy,24006,ECC,4-2,7.33,9.33,0.8,0.538,33.0,0.769,0.423,,19.17,10.83,7.0,,11.83,0.359,16.83,
2016,2,Mercyhurst,24007,ECAC-II,5-1,4.67,7.5,0.867,0.434,26.83,0.778,0.345,,15.0,,7.67,,10.33,0.315,15.67,
2016,2,Merrimack,24008,NE10,5-1,7.67,8.17,0.884,0.639,33.67,0.64,0.467,,24.5,,8.17,,16.83,0.308,14.67,
2016,2,Molloy,24009,ECC,6-1,7.29,9.14,0.833,0.509,25.29,0.633,0.273,,20.14,9.57,8.86,,12.86,0.33,16.57,
2016,2,Mount Olive,24027,Conference Carolinas,7-2,5.0,7.44,0.91,0.598,29.44,0.829,0.333,,15.44,8.78,7.22,,10.44,0.255,14.0,
2016,2,New York Tech,24011,ECC,6-1,9.0,8.43,0.865,0.467,30.29,0.8,0.379,,23.0,11.14,6.43,,14.0,0.309,12.71,
2016,2,North Greenville,24039,Conference Carolinas,3-6,5.67,6.56,0.864,0.44,23.44,0.593,0.306,,14.22,10.89,9.56,,8.56,0.294,17.56,
2016,2,Notre Dame de Namur,24048,Independent,0-5,4.0,11.0,0.75,0.481,27.0,0.563,0.381,,13.2,11.2,,,9.2,0.256,16.6,
2016,2,Ohio Valley,24045,ECAC-II,2-3,6.4,,0.829,0.472,27.0,0.7,0.2,,16.6,11.8,15.4,,10.2,0.331,,
2016,2,Pace,24012,NE10,4-2,8.17,12.5,0.848,0.618,37.83,0.593,0.25,,22.0,10.5,9.83,,13.83,0.294,15.33,
2016,2,Pfeiffer,24013,Conference Carolinas,5-3,6.0,9.63,0.859,0.492,30.88,0.596,0.353,,17.25,11.5,10.75,,11.25,0.323,18.25,
2016,2,Post,24028,Independent,4-3,5.71,6.43,0.816,0.368,32.29,0.694,0.273,,18.71,16.86,11.86,,13.0,0.345,19.0,
2016,2,Queens (NC),24041,SAC,7-2,8.44,5.78,0.888,0.638,32.22,0.7,0.355,,23.0,12.44,9.89,,14.56,0.346,17.22,
2016,2,Roberts Wesleyan,24053,ECC,3-5,5.5,8.63,0.773,0.547,26.38,0.609,0.2,,15.75,10.5,10.75,,10.25,0.309,20.5,
2016,2,Rockhurst,24029,RMAC,5-3,6.5,6.25,0.797,0.589,30.88,0.897,0.37,,17.75,11.0,10.38,,11.25,0.274,19.13,
2016,2,Rollins,24014,Sunshine State,6-3,4.67,6.44,0.836,0.58,26.44,0.706,0.348,,15.22,,8.0,,10.56,0.287,13.33,
2016,2,Saint Anselm,24015,NE10,3-0,11.67,11.33,0.862,0.556,36.33,0.714,0.25,,33.33,12.33,8.0,,21.67,0.422,21.0,
2016,2,Saint Leo,24016,Sunshine State,7-1,10.25,9.0,0.892,0.704,35.63,0.75,0.548,,24.75,10.13,7.25,,14.5,0.332,16.38,
2016,2,Saint Michael's,24017,NE10,0-4,,6.75,0.826,0.389,30.75,0.783,0.3,,,15.0,13.5,,6.75,,19.0,
2016,2,Saint Rose,24030,NE10,2-5,4.57,7.71,0.847,0.555,26.71,0.615,0.24,,12.29,10.14,8.43,,7.71,0.256,20.57,
2016,2,Seton Hill,24049,ECAC-II,6-1,7.71,8.0,0.851,0.611,31.14,0.643,0.372,,20.71,12.57,9.0,,13.0,0.324,17.29,
2016,2,Shorter,24054,Independent,2-6,4.38,11.0,0.849,0.476,30.13,0.667,0.3,,14.5,13.0,13.13,,10.13,0.293,18.5,
2016,2,Southern N.H.,24010,NE10,1-3,8.0,5.75,0.859,,23.0,0.679,0.389,,20.75,12.0,16.0,,12.75,0.364,15.25,
2016,2,St. Thomas Aquinas,24031,Independent,0-5,,7.6,,0.348,,0.667,0.143,,,15.6,15.8,,,0.262,,
2016,2,Tampa,24018,Sunshine State,7-1,5.13,7.0,0.937,0.572,30.13,0.632,0.308,,18.38,11.0,10.38,,13.25,0.341,12.75,
2016,2,Tusculum,24043,SAC,2-5,4.43,8.71,0.782,0.377,,0.684,0.333,,13.43,11.29,11.0,,9.0,0.293,14.0,
2016,2,UAH,23994,,1-3,,,0.765,,23.25,0.857,,,,14.25,15.0,,7.0,0.239,,
2016,2,UIndy,24003,ECAC-II,3-3,5.67,5.5,0.882,0.523,,0.714,0.765,,17.5,10.33,9.67,,11.83,0.296,16.0,
2016,2,Walsh,24052,ECAC-II,4-4,4.88,8.75,0.793,0.438,26.5,0.682,0.37,,14.25,9.25,12.5,,9.38,0.31,17.38,
2016,2,Wheeling,24042,ECAC-II,2-4,5.67,6.17,0.908,0.514,24.5,0.571,0.294,,15.83,10.67,10.67,,10.17,0.321,13.83,
2016,2,Wingate,24032,SAC,4-5,6.0,,0.816,0.44,27.67,0.846,0.242,,16.11,12.89,10.22,,10.11,0.307,16.11,
2016,2,Young Harris,24055,Independent,6-3,6.67,,0.854,0.611,32.44,0.595,0.317,,21.56,10.22,8.33,,14.89,0.342,17.56,
2017,1,Air Force,110563,SoCon,4-3,5.71,6.57,0.894,0.519,28.71,0.563,0.421,,15.86,,8.86,71.0,10.14,0.266,12.0,
2017,1,Army West Point,110564,Patriot,6-1,6.43,8.14,0.896,0.665,37.0,0.563,0.478,,19.57,8.14,6.57,92.0,13.14,0.303,12.29,
2017,1,Bellarmine,110503,SoCon,1-5,5.17,5.67,0.849,0.353,20.67,0.559,0.29,,14.33,11.67,13.5,55.0,9.17,0.261,12.33,
2017,1,Binghamton,110504,America East,4-1,5.8,5.2,0.906,0.459,22.6,0.667,0.4,,16.6,10.4,7.8,54.0,10.8,0.329,10.2,
2017,1,Boston U.,110505,Patriot,7-0,7.57,6.43,0.857,0.465,31.0,0.455,0.333,,19.57,14.57,7.0,84.0,12.0,0.349,14.0,
2017,1,Brown,110506,Ivy League,1-3,9.5,8.75,0.822,0.565,40.25,0.696,0.5,,26.5,13.5,16.0,68.0,17.0,0.374,,
2017,1,Bryant,110507,NEC,4-4,7.38,7.25,0.847,0.526,27.63,0.7,0.593,,18.5,10.25,9.38,89.0,11.13,0.316,15.63,
2017,1,Bucknell,110508,Patriot,2-4,6.67,7.33,0.83,0.52,30.0,0.65,0.35,,16.67,10.5,12.0,60.0,10.0,0.244,11.5,
2017,1,Canisius,110509,MAAC,2-3,7.2,5.2,0.86,0.481,27.2,0.615,0.556,,17.4,10.0,12.0,51.0,10.2,0.329,13.8,
2017,1,Cleveland St.,110510,Independent,2-6,4.0,5.75,0.757,0.411,25.25,0.542,0.258,,11.25,11.75,13.63,58.0,7.25,0.276,16.38,
2017,1,Colgate,110511,Patriot,2-4,5.83,4.17,0.884,0.544,26.17,0.667,0.4,,15.17,11.17,11.33,56.0,9.33,0.252,15.67,
2017,1,Cornell,110512,Ivy League,0-4,4.75,5.25,0.9,0.384,29.5,0.579,0.3,,15.25,12.5,,42.0,10.5,0.294,15.0,
2017,1,Dartmouth,110513,Ivy League,1-3,4.0,12.75,0.852,0.422,33.75,0.667,0.19,,12.25,13.0,11.0,33.0,8.25,,18.0,
2017,1,Delaware,110514,CAA,5-3,5.63,5.75,0.872,0.507,29.38,0.613,0.375,,17.63,10.63,10.13,96.0,12.0,0.303,11.5,
2017,1,Denver,110515,Big East,5-1,7.67,4.5,0.933,0.736,32.83,0.412,0.462,,20.83,7.17,7.33,79.0,13.17,0.303,10.67,
2017,1,Detroit Mercy,110516,MAAC,2-6,5.38,5.88,0.875,0.48,24.38,0.593,0.361,,14.25,10.88,12.0,71.0,8.88,0.273,15.5,
2017,1,Drexel,110517,CAA,2-4,5.17,7.17,0.828,0.372,27.0,0.583,0.438,,15.33,11.0,12.67,61.0,10.17,0.316,13.83,
